name,addr:housenumber,addr:street,addr:unit:label,addr:unit,addr:city,addr:state,addr:postcode,latitude,longitude,fixme
,739,Summit Drive,,,Monterey,VA,24465,38.513098790000072,-79.51365648,
,821,Summit Drive,,,Monterey,VA,24465,38.514078317000042,-79.5126728,
,23,Sunrise Lane,,,Monterey,VA,24465,38.423939126000050,-79.56860794,
,131,Sunrise Lane,,,Monterey,VA,24465,38.425289847000037,-79.56991613,
,180,Sunrise Lane,,,Monterey,VA,24465,38.425658551000019,-79.56890163,
,129,Sunset Drive,,,Monterey,VA,24465,38.424669194000039,-79.56633134,
,264,Sunset Drive,,,Monterey,VA,24465,38.422965481000062,-79.56425928,
,296,Sunset Drive,,,Monterey,VA,24465,38.423574559000031,-79.56278529,
,592,Sweetbee Lane,,,Monterey,VA,24465,38.436749595000038,-79.61979956,
,61,The Pines Road,,,Monterey,VA,24465,38.431747566000070,-79.56001185,
,85,The Pines Road,,,Monterey,VA,24465,38.432172570000027,-79.55990776,
,329,The Pines Road,,,Monterey,VA,24465,38.434852735000050,-79.55871183,
,479,The Pines Road,,,Monterey,VA,24465,38.435897042000079,-79.55502299,
,691,The Pines Road,,,Monterey,VA,24465,38.438615629000019,-79.55423219,
,787,The Pines Road,,,Monterey,VA,24465,38.440049484000042,-79.55268931,
,1164,The Pines Road,,,Monterey,VA,24465,38.440236000000020,-79.54794885,
,1211,The Pines Road,,,Monterey,VA,24465,38.441101506000052,-79.54788296,
,1256,The Pines Road,,,Monterey,VA,24465,38.440899135000052,-79.54682131,
,1275,The Pines Road,,,Monterey,VA,24465,38.441954602000060,-79.54694961,
,1354,The Pines Road,,,Monterey,VA,24465,38.441252150000018,-79.54590141,
,1360,The Pines Road,,,Monterey,VA,24465,38.441273786000068,-79.54521894,
,1511,The Pines Road,,,Monterey,VA,24465,38.442611886000059,-79.54513517,
,1521,The Pines Road,,,Monterey,VA,24465,38.441608680000058,-79.54320668,
,1525,The Pines Road,,,Monterey,VA,24465,38.442097154000059,-79.54350426,
,1668,The Pines Road,,,Monterey,VA,24465,38.441952110000038,-79.54113292,
,1791,The Pines Road,,,Monterey,VA,24465,38.442745148000029,-79.53873849,
,1793,The Pines Road,,,Monterey,VA,24465,38.444836710000061,-79.53633848,
,225,Thorny Bottom Lane,,,Monterey,VA,24465,38.451946965000040,-79.52842904,
,232,Thorny Bottom Lane,,,Monterey,VA,24465,38.451591837000080,-79.52905575,
,271,Thorny Bottom Lane,,,Monterey,VA,24465,38.450738138000069,-79.52004037,
,273,Thorny Bottom Lane,,,Monterey,VA,24465,38.445999013000062,-79.52013144,
,275,Thorny Bottom Lane,,,Monterey,VA,24465,38.451559629000030,-79.51545302,
,532,Timber Drive,,,Monterey,VA,24465,38.398481495000048,-79.63156597,
,82,Turner Lane,,,Monterey,VA,24465,38.299874680000073,-79.66165393,
,86,Turner Lane,,,Monterey,VA,24465,38.299343857000054,-79.66240289,
,209,Turner Lane,,,Monterey,VA,24465,38.298215596000027,-79.66457904,
,277,Turner Lane,,,Monterey,VA,24465,38.299603214000058,-79.67582157,
,383,Turner Lane,,,Monterey,VA,24465,38.299776770000051,-79.66888797,
,870,Turner Lane,,,Monterey,VA,24465,38.305533253000078,-79.67265007,
,72,Upper Back Creek Road,,,Monterey,VA,24465,38.448645551000020,-79.6542475,
,176,Upper Back Creek Road,,,Monterey,VA,24465,38.450462101000028,-79.66159685,
,264,Upper Back Creek Road,,,Monterey,VA,24465,38.447225556000028,-79.65590333,
,406,Upper Back Creek Road,,,Monterey,VA,24465,38.445450868000080,-79.65830426,
,535,Upper Back Creek Road,,,Monterey,VA,24465,38.443608181000059,-79.65746644,
,549,Upper Back Creek Road,,,Monterey,VA,24465,38.441764371000033,-79.65744551,
,1019,Upper Back Creek Road,,,Monterey,VA,24465,38.438343468000028,-79.66135967,
,1378,Upper Back Creek Road,,,Monterey,VA,24465,38.434366314000037,-79.66385287,
,1415,Upper Back Creek Road,,,Monterey,VA,24465,38.433451809000069,-79.66293405,
,1490,Upper Back Creek Road,,,Monterey,VA,24465,38.434123523000039,-79.66461817,
,1568,Upper Back Creek Road,,,Monterey,VA,24465,38.431922986000068,-79.66594874,
,2325,Upper Back Creek Road,,,Monterey,VA,24465,38.424143684000050,-79.66510911,
,3328,Upper Back Creek Road,,,Monterey,VA,24465,38.413317270000050,-79.67247993,
,4112,Upper Back Creek Road,,,Monterey,VA,24465,38.405169351000040,-79.67676649,
,5400,Upper Back Creek Road,,,Monterey,VA,24465,38.386630226000079,-79.68629223,
,5403,Upper Back Creek Road,,,Monterey,VA,24465,38.386415105000019,-79.68579493,
,6296,Upper Back Creek Road,,,Monterey,VA,24465,38.376355954000068,-79.69585545,
,6487,Upper Back Creek Road,,,Monterey,VA,24465,38.373062159000028,-79.69567944,
,6602,Upper Back Creek Road,,,Monterey,VA,24465,38.372000160000020,-79.69751792,
,6617,Upper Back Creek Road,,,Monterey,VA,24465,38.371390648000038,-79.69653709,
,6680,Upper Back Creek Road,,,Monterey,VA,24465,38.371014003000028,-79.69818235,
,6840,Upper Back Creek Road,,,Monterey,VA,24465,38.368798202000050,-79.69800979,
,7301,Upper Back Creek Road,,,Monterey,VA,24465,38.362873690000072,-79.70143613,
,7364,Upper Back Creek Road,,,Monterey,VA,24465,38.362883293000039,-79.70399779,
,7518,Upper Back Creek Road,,,Monterey,VA,24465,38.360793723000029,-79.70434526,
,7580,Upper Back Creek Road,,,Monterey,VA,24465,38.360069485000047,-79.70501619,
,7695,Upper Back Creek Road,,,Monterey,VA,24465,38.358330375000030,-79.70545588,
,7706,Upper Back Creek Road,,,Monterey,VA,24465,38.358301018000070,-79.70613889,
,7707,Upper Back Creek Road,,,Monterey,VA,24465,38.357798331000019,-79.70547918,
,7781,Upper Back Creek Road,,,Monterey,VA,24465,38.356536851000037,-79.70521737,
,7804,Upper Back Creek Road,,,Monterey,VA,24465,38.358094344000051,-79.7075731,
,7876,Upper Back Creek Road,,,Monterey,VA,24465,38.357213048000062,-79.70746029,
,7904,Upper Back Creek Road,,,Monterey,VA,24465,38.355691073000060,-79.70759039,
,8028,Upper Back Creek Road,,,Monterey,VA,24465,38.354100294000027,-79.70858215,
,8056,Upper Back Creek Road,,,Monterey,VA,24465,38.353787346000040,-79.70884802,
,8250,Upper Back Creek Road,,,Monterey,VA,24465,38.351397600000041,-79.71077332,
,8272,Upper Back Creek Road,,,Monterey,VA,24465,38.350602001000020,-79.71129114,
,8309,Upper Back Creek Road,,,Monterey,VA,24465,38.350381889000062,-79.71074915,
,8453,Upper Back Creek Road,,,Monterey,VA,24465,38.348687424000040,-79.71174297,
,8542,Upper Back Creek Road,,,Monterey,VA,24465,38.347694135000040,-79.71340515,
,8551,Upper Back Creek Road,,,Monterey,VA,24465,38.346965104000049,-79.71250535,
,8612,Upper Back Creek Road,,,Monterey,VA,24465,38.346787510000070,-79.71407253,
,8640,Upper Back Creek Road,,,Monterey,VA,24465,38.346225924000059,-79.71443025,
,8736,Upper Back Creek Road,,,Monterey,VA,24465,38.346271223000031,-79.71682464,
,8765,Upper Back Creek Road,,,Monterey,VA,24465,38.344245689000040,-79.71422321,
