name,addr:housenumber,addr:street,addr:unit:label,addr:unit,addr:city,addr:state,addr:postcode,latitude,longitude,fixme
,1396,Jack Mountain Road,,,Monterey,VA,24465,38.442595671000049,-79.51552841,
,1540,Jack Mountain Road,,,Monterey,VA,24465,38.439945975000050,-79.51274539,
,1891,Jack Mountain Road,,,Monterey,VA,24465,38.440045007000030,-79.50783242,
,2268,Jack Mountain Road,,,Monterey,VA,24465,38.434124392000058,-79.49946591,
,4865,Jack Mountain Road,,,Monterey,VA,24465,38.428252374000060,-79.48227522,
,5132,Jack Mountain Road,,,Monterey,VA,24465,38.423787558000072,-79.48183702,
,38,Jackson River Road,,,Monterey,VA,24465,38.411644544000069,-79.5802223,
,76,Jackson River Road,,,Monterey,VA,24465,38.410999637000032,-79.58044751,
,110,Jackson River Road,,,Monterey,VA,24465,38.410677077000059,-79.58098421,
,120,Jackson River Road,,,Monterey,VA,24465,38.410549059000061,-79.58105608,
,164,Jackson River Road,,,Monterey,VA,24465,38.409968057000071,-79.58134772,
,256,Jackson River Road,,,Monterey,VA,24465,38.408786892000080,-79.58198421,
,286,Jackson River Road,,,Monterey,VA,24465,38.408408793000028,-79.58218029,
,302,Jackson River Road,,,Monterey,VA,24465,38.408158931000060,-79.582487,
,338,Jackson River Road,,,Monterey,VA,24465,38.407605243000027,-79.58234911,
,341,Jackson River Road,,,Monterey,VA,24465,38.407198942000029,-79.58163491,
,360,Jackson River Road,,,Monterey,VA,24465,38.407344691000048,-79.58249011,
,381,Jackson River Road,,,Monterey,VA,24465,38.406855297000050,-79.58214217,
,407,Jackson River Road,,,Monterey,VA,24465,38.406519868000032,-79.58234437,
,429,Jackson River Road,,,Monterey,VA,24465,38.406240358000048,-79.58249617,
,634,Jackson River Road,,,Monterey,VA,24465,38.405932060000048,-79.5849735,
,990,Jackson River Road,,,Monterey,VA,24465,38.400622643000069,-79.58988677,
,1004,Jackson River Road,,,Monterey,VA,24465,38.400536519000070,-79.5901553,
,1356,Jackson River Road,,,Monterey,VA,24465,38.396470593000060,-79.59400166,
,1367,Jackson River Road,,,Monterey,VA,24465,38.395565946000033,-79.5930339,
,1509,Jackson River Road,,,Monterey,VA,24465,38.394199112000017,-79.59513752,
,1534,Jackson River Road,,,Monterey,VA,24465,38.393330905000028,-79.59691316,
,1676,Jackson River Road,,,Monterey,VA,24465,38.392702640000039,-79.5976134,
,1708,Jackson River Road,,,Monterey,VA,24465,38.392139050000019,-79.59762059,
,1723,Jackson River Road,,,Monterey,VA,24465,38.390177779000048,-79.59127222,
,1784,Jackson River Road,,,Monterey,VA,24465,38.393816666000070,-79.60041666,
,1812,Jackson River Road,,,Monterey,VA,24465,38.390721969000019,-79.59961677,
,1841,Jackson River Road,,,Monterey,VA,24465,38.388085857000078,-79.5942518,
,1980,Jackson River Road,,,Monterey,VA,24465,38.389119314000020,-79.6007032,
,2059,Jackson River Road,,,Monterey,VA,24465,38.386390525000017,-79.59889798,
,2084,Jackson River Road,,,Monterey,VA,24465,38.389185392000059,-79.60230702,
,2186,Jackson River Road,,,Monterey,VA,24465,38.385979197000040,-79.60523101,
,2369,Jackson River Road,,,Monterey,VA,24465,38.383817196000052,-79.6041431,
,2400,Jackson River Road,,,Monterey,VA,24465,38.384185516000059,-79.6053344,
,2420,Jackson River Road,,,Monterey,VA,24465,38.386353641000028,-79.60761076,
,2424,Jackson River Road,,,Monterey,VA,24465,38.386628559000030,-79.60896895,
,2452,Jackson River Road,,,Monterey,VA,24465,38.383671672000048,-79.60597838,
,2554,Jackson River Road,,,Monterey,VA,24465,38.382601368000053,-79.60734784,
,2584,Jackson River Road,,,Monterey,VA,24465,38.382599297000070,-79.60928182,
,2678,Jackson River Road,,,Monterey,VA,24465,38.381268242000033,-79.60885429,
,2708,Jackson River Road,,,Monterey,VA,24465,38.380875290000063,-79.60912707,
,2724,Jackson River Road,,,Monterey,VA,24465,38.381480952000061,-79.61076143,
,2730,Jackson River Road,,,Monterey,VA,24465,38.380347002000057,-79.61092603,
,2886,Jackson River Road,,,Monterey,VA,24465,38.379204266000038,-79.61154313,
,2906,Jackson River Road,,,Monterey,VA,24465,38.379042291000069,-79.61236533,
,2939,Jackson River Road,,,Monterey,VA,24465,38.377455260000033,-79.60758699,
,3028,Jackson River Road,,,Monterey,VA,24465,38.378271022000028,-79.61441271,
,3040,Jackson River Road,,,Monterey,VA,24465,38.377213431000030,-79.616269,
,3302,Jackson River Road,,,Monterey,VA,24465,38.375321236000048,-79.6174899,
,3356,Jackson River Road,,,Monterey,VA,24465,38.374195384000068,-79.61886185,
,3366,Jackson River Road,,,Monterey,VA,24465,38.373673872000040,-79.61749499,
,3371,Jackson River Road,,,Monterey,VA,24465,38.373510482000029,-79.61641297,
,3467,Jackson River Road,,,Monterey,VA,24465,38.372337043000073,-79.61713816,
,3638,Jackson River Road,,,Monterey,VA,24465,38.371455950000041,-79.62062571,
,3672,Jackson River Road,,,Monterey,VA,24465,38.371332867000028,-79.62125193,
,3758,Jackson River Road,,,Monterey,VA,24465,38.373459304000050,-79.62368998,
,3768,Jackson River Road,,,Monterey,VA,24465,38.373794586000031,-79.62523747,
,3845,Jackson River Road,,,Monterey,VA,24465,38.369804285000043,-79.6238211,
,3854,Jackson River Road,,,Monterey,VA,24465,38.370257456000040,-79.62540192,
,3858,Jackson River Road,,,Monterey,VA,24465,38.370027195000027,-79.62554063,
,3935,Jackson River Road,,,Monterey,VA,24465,38.366586186000063,-79.62394764,
,3962,Jackson River Road,Apartment,1,Monterey,VA,24465,38.368904845000031,-79.6256817,
,3962,Jackson River Road,Apartment,2,Monterey,VA,24465,38.368904845000031,-79.6256817,
,3962,Jackson River Road,Apartment,3,Monterey,VA,24465,38.368904845000031,-79.6256817,
,4501,Jackson River Road,,,Monterey,VA,24465,38.362138529000049,-79.62938864,
,4516,Jackson River Road,,,Monterey,VA,24465,38.361884897000039,-79.63069051,
,4721,Jackson River Road,,,Monterey,VA,24465,38.358871418000028,-79.63030387,
,4761,Jackson River Road,,,Monterey,VA,24465,38.358278256000062,-79.63053978,
,4875,Jackson River Road,,,Monterey,VA,24465,38.356412582000068,-79.63059634,
,4880,Jackson River Road,,,Monterey,VA,24465,38.358012965000050,-79.63430463,
,5026,Jackson River Road,,,Monterey,VA,24465,38.356616122000048,-79.63392216,
,5420,Jackson River Road,,,Monterey,VA,24465,38.349854616000073,-79.6371212,
,5430,Jackson River Road,,,Monterey,VA,24465,38.348694505000019,-79.63478288,
,5570,Jackson River Road,,,Monterey,VA,24465,38.347106516000053,-79.6351596,
,5619,Jackson River Road,,,Monterey,VA,24465,38.346012178000080,-79.63340395,
,5624,Jackson River Road,,,Monterey,VA,24465,38.348635229000017,-79.64065417,
,5755,Jackson River Road,,,Monterey,VA,24465,38.344405424000058,-79.63478562,
,5824,Jackson River Road,,,Monterey,VA,24465,38.343560471000039,-79.63553783,
,5977,Jackson River Road,,,Monterey,VA,24465,38.341295900000027,-79.63353203,
,6032,Jackson River Road,,,Monterey,VA,24465,38.340412068000028,-79.63416477,
,6314,Jackson River Road,,,Monterey,VA,24465,38.335055706000048,-79.63429864,
,6586,Jackson River Road,,,Monterey,VA,24465,38.334086045000049,-79.63595426,
,6673,Jackson River Road,,,Monterey,VA,24465,38.331211192000069,-79.63336079,
,6751,Jackson River Road,,,Monterey,VA,24465,38.329457312000038,-79.63000433,
,6768,Jackson River Road,,,Monterey,VA,24465,38.330930302000070,-79.63620895,
,6803,Jackson River Road,,,Monterey,VA,24465,38.330112503000059,-79.6354772,
,6876,Jackson River Road,,,Monterey,VA,24465,38.329461836000057,-79.63692989,
,7036,Jackson River Road,,,Monterey,VA,24465,38.327685032000026,-79.64045551,
,7100,Jackson River Road,,,Monterey,VA,24465,38.326610893000058,-79.63902428,
,7115,Jackson River Road,,,Monterey,VA,24465,38.326779854000051,-79.63742953,
,7117,Jackson River Road,,,Monterey,VA,24465,38.326601763000042,-79.63766633,
,7136,Jackson River Road,,,Monterey,VA,24465,38.326158941000067,-79.63911718,
,7332,Jackson River Road,,,Monterey,VA,24465,38.323705679000049,-79.64086905,
,7341,Jackson River Road,,,Monterey,VA,24465,38.323129497000018,-79.64084776,
,7411,Jackson River Road,,,Monterey,VA,24465,38.322513427000040,-79.64131084,
,7939,Jackson River Road,,,Monterey,VA,24465,38.317785044000061,-79.64792183,
,8562,Jackson River Road,,,Monterey,VA,24465,38.314276587000052,-79.65867106,
,8568,Jackson River Road,,,Monterey,VA,24465,38.313699084000056,-79.65856157,
,9175,Jackson River Road,,,Monterey,VA,24465,38.307352995000031,-79.66005169,
,9281,Jackson River Road,,,Monterey,VA,24465,38.301898736000048,-79.65859149,
,9358,Jackson River Road,,,Monterey,VA,24465,38.304389650000068,-79.66183877,
,9374,Jackson River Road,,,Monterey,VA,24465,38.304690607000047,-79.6625295,
,9839,Jackson River Road,,,Monterey,VA,24465,38.297441379000070,-79.66102883,
,9903,Jackson River Road,,,Monterey,VA,24465,38.296609652000029,-79.66158635,
,10858,Jackson River Road,,,Monterey,VA,24465,38.284089250000079,-79.66363764,
,11078,Jackson River Road,,,Monterey,VA,24465,38.281288934000031,-79.66420567,
,11206,Jackson River Road,,,Monterey,VA,24465,38.278852099000062,-79.66477872,
,11732,Jackson River Road,,,Monterey,VA,24465,38.272611731000040,-79.67107805,
,12002,Jackson River Road,,,Monterey,VA,24465,38.270468520000058,-79.67489527,
,12132,Jackson River Road,,,Monterey,VA,24465,38.268872494000050,-79.67458994,
,12135,Jackson River Road,,,Monterey,VA,24465,38.266125988000049,-79.66498466,
,12235,Jackson River Road,,,Monterey,VA,24465,38.264338112000068,-79.6715114,
,12322,Jackson River Road,,,Monterey,VA,24465,38.264587022000050,-79.6745186,
,12339,Jackson River Road,,,Monterey,VA,24465,38.264116478000062,-79.67345547,
,12363,Jackson River Road,,,Monterey,VA,24465,38.263308510000059,-79.67343642,
,12777,Jackson River Road,,,Monterey,VA,24465,38.257810013000039,-79.67453935,
,12957,Jackson River Road,,,Monterey,VA,24465,38.255128599000038,-79.67163957,
,13607,Jackson River Road,,,Monterey,VA,24465,38.243448435000062,-79.68050335,
,13826,Jackson River Road,,,Monterey,VA,24465,38.243932171000040,-79.68243896,
,14168,Jackson River Road,,,Monterey,VA,24465,38.241142717000059,-79.68640546,
,14764,Jackson River Road,,,Monterey,VA,24465,38.236027137000058,-79.69635373,
,15252,Jackson River Road,,,Monterey,VA,24465,38.229878970000073,-79.70005933,
,15323,Jackson River Road,,,Monterey,VA,24465,38.228302092000028,-79.69949535,
,26,John Deere Lane,,,Monterey,VA,24465,38.404270304000079,-79.59146224,
,35,John Deere Lane,,,Monterey,VA,24465,38.403923165000030,-79.59221576,
,88,John Deere Lane,,,Monterey,VA,24465,38.404494473000049,-79.59254201,
,451,Kahle Hollow Lane,,,Monterey,VA,24465,38.431996121000047,-79.52313966,
,511,Kahle Hollow Lane,,,Monterey,VA,24465,38.430059690000057,-79.52318037,
,720,Kahle Hollow Lane,,,Monterey,VA,24465,38.427186554000059,-79.52418058,
,1151,Kahle Hollow Lane,,,Monterey,VA,24465,38.421829283000079,-79.52247355,
,540,Lamb Hollow,,,Monterey,VA,24465,38.291497428000071,-79.66867617,
,625,Lamb Hollow,,,Monterey,VA,24465,38.291300885000048,-79.67118887,
,811,Lamb Hollow,,,Monterey,VA,24465,38.292832231000027,-79.67326148,
,785,Laurel Lane,,,Monterey,VA,24465,38.446030507000039,-79.68301914,
,177,Lightner Drive,,,Monterey,VA,24465,38.372719994000079,-79.61471748,
,185,Lightner Drive,,,Monterey,VA,24465,38.373072307000029,-79.61383602,
,240,Lightner Drive,,,Monterey,VA,24465,38.371551828000058,-79.61378903,
,57,Little Egypt Road,,,Monterey,VA,24465,38.262644156000079,-79.74620072,
,432,Little Egypt Road,,,Monterey,VA,24465,38.256715539000020,-79.74734747,
,531,Little Egypt Road,,,Monterey,VA,24465,38.250464261000040,-79.7359506,
,722,Little Egypt Road,,,Monterey,VA,24465,38.253629996000029,-79.74915555,
,737,Little Egypt Road,,,Monterey,VA,24465,38.250631558000059,-79.74564593,
,1062,Little Egypt Road,,,Monterey,VA,24465,38.250211261000061,-79.7507031,
,1121,Little Egypt Road,,,Monterey,VA,24465,38.247842846000019,-79.7491736,
,1240,Little Egypt Road,,,Monterey,VA,24465,38.247313043000069,-79.7510018,
,362,Long View Lane,,,Monterey,VA,24465,38.478675577000040,-79.60280103,
,489,Long View Lane,,,Monterey,VA,24465,38.479927629000031,-79.60471893,
,1161,Long View Lane,,,Monterey,VA,24465,38.487115207000038,-79.60179555,
,226,Longridge Drive,,,Monterey,VA,24465,38.456827449000059,-79.52658354,
,312,Longridge Drive,,,Monterey,VA,24465,38.456084720000028,-79.52546357,
,393,Longridge Drive,,,Monterey,VA,24465,38.457310704000058,-79.52406205,
,651,Lotties Lane,,,Monterey,VA,24465,38.343393838000047,-79.64655222,
,835,Lower Back Creek Road,,,Monterey,VA,24465,38.274494355000058,-79.75033839,
,840,Lower Back Creek Road,,,Monterey,VA,24465,38.274718540000038,-79.75286886,
,1039,Lower Back Creek Road,,,Monterey,VA,24465,38.272765376000052,-79.7518627,
,1044,Lower Back Creek Road,,,Monterey,VA,24465,38.272574280000072,-79.75213763,
,1598,Lower Back Creek Road,,,Monterey,VA,24465,38.265630071000032,-79.75711312,
,1770,Lower Back Creek Road,,,Monterey,VA,24465,38.263084089000067,-79.75718365,
,136,Lowry Road,,,Monterey,VA,24465,38.383871132000017,-79.60733468,
,1027,Lowry Road,,,Monterey,VA,24465,38.385613611000053,-79.61208389,
,87,Maple Sugar Road,,,Monterey,VA,24465,38.426941811000063,-79.6195544,
,285,Maple Sugar Road,,,Monterey,VA,24465,38.429705206000051,-79.61751703,
